ip,cidr,hostname,owner,note,status
10.0.2.93,10.0.2.0/25,grafana89-hq-lnx.corp.example.com,IT Infrastructure,Grafana server — HA pair node A,used
10.0.2.94,10.0.2.0/25,zabbix90-hq-lnx.corp.example.com,IT Infrastructure,Zabbix server — DR standby,used
10.0.2.95,10.0.2.0/25,netbox91-hq-lnx.corp.example.com,IT Infrastructure,Netbox server — Scheduled for decom Q3,used
10.0.2.96,10.0.2.0/25,wiki92-hq-lnx.corp.example.com,IT Infrastructure,Wiki server — Ubuntu 24.04 LTS,used
10.0.2.97,10.0.2.0/25,jira93-hq-lnx.corp.example.com,IT Infrastructure,Jira server — DR standby,used
10.0.2.98,10.0.2.0/25,confluence94-hq-lnx.corp.example.com,IT Infrastructure,Confluence server — Legacy system,used
10.0.2.99,10.0.2.0/25,nexus95-hq-lnx.corp.example.com,IT Infrastructure,Nexus server — Ubuntu 24.04 LTS,used
10.0.2.100,10.0.2.0/25,harbor96-hq-lnx.corp.example.com,IT Infrastructure,Harbor server — Ansible-managed,used
10.0.2.101,10.0.2.0/25,k8s-master97-hq-lnx.corp.example.com,IT Infrastructure,K8S-Master server — Legacy system,used
10.0.2.102,10.0.2.0/25,k8s-worker98-hq-lnx.corp.example.com,IT Infrastructure,K8S-Worker server — Ansible-managed,used
10.0.2.103,10.0.2.0/25,etcd99-hq-lnx.corp.example.com,IT Infrastructure,Etcd server — Production,used
10.0.2.104,10.0.2.0/25,web100-hq-lnx.corp.example.com,IT Infrastructure,Web server — Patched 2026-03,used
10.0.2.105,10.0.2.0/25,db101-hq-lnx.corp.example.com,IT Infrastructure,Db server — Scheduled for decom Q3,used
10.0.2.106,10.0.2.0/25,app102-hq-lnx.corp.example.com,IT Infrastructure,App server — New build,used
10.0.2.107,10.0.2.0/25,api103-hq-lnx.corp.example.com,IT Infrastructure,Api server — Production,used
10.0.2.129,10.0.2.128/25,gw-hq-win.corp.example.com,Network Ops,Default gateway — HQ Windows Servers,reserved
10.0.2.130,10.0.2.128/25,dns1-hq-win.corp.example.com,Network Ops,Primary DNS — HQ Windows Servers,reserved
10.0.2.131,10.0.2.128/25,dns2-hq-win.corp.example.com,Network Ops,Secondary DNS — HQ Windows Servers,reserved
10.0.2.132,10.0.2.128/25,dhcp-hq-win.corp.example.com,Network Ops,DHCP server — HQ Windows Servers,reserved
10.0.2.133,10.0.2.128/25,web01-hq-win.corp.example.com,IT Infrastructure,Web server — Staging,used
10.0.2.134,10.0.2.128/25,db02-hq-win.corp.example.com,IT Infrastructure,Db server — Ansible-managed,used
10.0.2.135,10.0.2.128/25,app03-hq-win.corp.example.com,IT Infrastructure,App server — Scheduled for decom Q3,used
10.0.2.136,10.0.2.128/25,api04-hq-win.corp.example.com,IT Infrastructure,Api server — Ansible-managed,used
10.0.2.137,10.0.2.128/25,mail05-hq-win.corp.example.com,IT Infrastructure,Mail server — RHEL 9.2,used
10.0.2.138,10.0.2.128/25,vpn06-hq-win.corp.example.com,IT Infrastructure,Vpn server — Ubuntu 24.04 LTS,used
10.0.2.139,10.0.2.128/25,proxy07-hq-win.corp.example.com,IT Infrastructure,Proxy server — HA pair node B,used
10.0.2.140,10.0.2.128/25,nfs08-hq-win.corp.example.com,IT Infrastructure,Nfs server — HA pair node A,used
10.0.2.141,10.0.2.128/25,ldap09-hq-win.corp.example.com,IT Infrastructure,Ldap server — Production,used
10.0.2.142,10.0.2.128/25,radius10-hq-win.corp.example.com,IT Infrastructure,Radius server — HA pair node A,used
10.0.2.143,10.0.2.128/25,syslog11-hq-win.corp.example.com,IT Infrastructure,Syslog server — Ansible-managed,used
10.0.2.144,10.0.2.128/25,monitor12-hq-win.corp.example.com,IT Infrastructure,Monitor server — Patched 2026-03,used
10.0.2.145,10.0.2.128/25,backup13-hq-win.corp.example.com,IT Infrastructure,Backup server — Staging,used
10.0.2.146,10.0.2.128/25,ansible14-hq-win.corp.example.com,IT Infrastructure,Ansible server — Staging,used
10.0.2.147,10.0.2.128/25,git15-hq-win.corp.example.com,IT Infrastructure,Git server — Windows Server 2022,used
10.0.2.148,10.0.2.128/25,ci16-hq-win.corp.example.com,IT Infrastructure,Ci server — New build,used
10.0.2.149,10.0.2.128/25,artifact17-hq-win.corp.example.com,IT Infrastructure,Artifact server — RHEL 9.2,used
10.0.2.150,10.0.2.128/25,vault18-hq-win.corp.example.com,IT Infrastructure,Vault server — Staging,used
10.0.2.151,10.0.2.128/25,kafka19-hq-win.corp.example.com,IT Infrastructure,Kafka server — Ubuntu 24.04 LTS,used
10.0.2.152,10.0.2.128/25,redis20-hq-win.corp.example.com,IT Infrastructure,Redis server — Legacy system,used
10.0.2.153,10.0.2.128/25,elastic21-hq-win.corp.example.com,IT Infrastructure,Elastic server — Ubuntu 24.04 LTS,used
10.0.2.154,10.0.2.128/25,kibana22-hq-win.corp.example.com,IT Infrastructure,Kibana server — DR standby,used
10.0.2.155,10.0.2.128/25,grafana23-hq-win.corp.example.com,IT Infrastructure,Grafana server — DR standby,used
10.0.2.156,10.0.2.128/25,zabbix24-hq-win.corp.example.com,IT Infrastructure,Zabbix server — SELinux enforcing,used
10.0.2.157,10.0.2.128/25,netbox25-hq-win.corp.example.com,IT Infrastructure,Netbox server — New build,used
10.0.2.158,10.0.2.128/25,wiki26-hq-win.corp.example.com,IT Infrastructure,Wiki server — Legacy system,used
10.0.2.159,10.0.2.128/25,jira27-hq-win.corp.example.com,IT Infrastructure,Jira server — DR standby,used
10.0.2.160,10.0.2.128/25,confluence28-hq-win.corp.example.com,IT Infrastructure,Confluence server — HA pair node B,used
10.0.2.161,10.0.2.128/25,nexus29-hq-win.corp.example.com,IT Infrastructure,Nexus server — Legacy system,used
10.0.2.162,10.0.2.128/25,harbor30-hq-win.corp.example.com,IT Infrastructure,Harbor server — RHEL 9.2,used
10.0.2.163,10.0.2.128/25,k8s-master31-hq-win.corp.example.com,IT Infrastructure,K8S-Master server — Patched 2026-03,used
10.0.2.164,10.0.2.128/25,k8s-worker32-hq-win.corp.example.com,IT Infrastructure,K8S-Worker server — Rebuilt 2026-01,used
10.0.2.165,10.0.2.128/25,etcd33-hq-win.corp.example.com,IT Infrastructure,Etcd server — HA pair node A,used
10.0.2.166,10.0.2.128/25,web34-hq-win.corp.example.com,IT Infrastructure,Web server — Ansible-managed,used
10.0.2.167,10.0.2.128/25,db35-hq-win.corp.example.com,IT Infrastructure,Db server — Legacy system,used
10.0.2.168,10.0.2.128/25,app36-hq-win.corp.example.com,IT Infrastructure,App server — Ubuntu 24.04 LTS,used
10.0.2.169,10.0.2.128/25,api37-hq-win.corp.example.com,IT Infrastructure,Api server — Windows Server 2022,used
10.0.2.170,10.0.2.128/25,mail38-hq-win.corp.example.com,IT Infrastructure,Mail server — Windows Server 2022,used
10.0.2.171,10.0.2.128/25,vpn39-hq-win.corp.example.com,IT Infrastructure,Vpn server — HA pair node A,used
10.0.2.172,10.0.2.128/25,proxy40-hq-win.corp.example.com,IT Infrastructure,Proxy server — Windows Server 2022,used
10.0.2.173,10.0.2.128/25,nfs41-hq-win.corp.example.com,IT Infrastructure,Nfs server — HA pair node B,used
10.0.2.174,10.0.2.128/25,ldap42-hq-win.corp.example.com,IT Infrastructure,Ldap server — Rebuilt 2026-01,used
10.0.2.175,10.0.2.128/25,radius43-hq-win.corp.example.com,IT Infrastructure,Radius server — SELinux enforcing,used
10.0.2.176,10.0.2.128/25,syslog44-hq-win.corp.example.com,IT Infrastructure,Syslog server — SELinux enforcing,used
10.0.2.177,10.0.2.128/25,monitor45-hq-win.corp.example.com,IT Infrastructure,Monitor server — Scheduled for decom Q3,used
10.0.2.178,10.0.2.128/25,backup46-hq-win.corp.example.com,IT Infrastructure,Backup server — New build,used
10.0.2.179,10.0.2.128/25,ansible47-hq-win.corp.example.com,IT Infrastructure,Ansible server — Ansible-managed,used
10.0.2.180,10.0.2.128/25,git48-hq-win.corp.example.com,IT Infrastructure,Git server — Legacy system,used
10.0.2.181,10.0.2.128/25,ci49-hq-win.corp.example.com,IT Infrastructure,Ci server — New build,used
10.0.2.182,10.0.2.128/25,artifact50-hq-win.corp.example.com,IT Infrastructure,Artifact server — Staging,used
10.0.2.183,10.0.2.128/25,vault51-hq-win.corp.example.com,IT Infrastructure,Vault server — HA pair node A,used
10.0.2.184,10.0.2.128/25,kafka52-hq-win.corp.example.com,IT Infrastructure,Kafka server — HA pair node A,used
10.0.2.185,10.0.2.128/25,redis53-hq-win.corp.example.com,IT Infrastructure,Redis server — Staging,used
10.0.2.186,10.0.2.128/25,elastic54-hq-win.corp.example.com,IT Infrastructure,Elastic server — Scheduled for decom Q3,used
10.0.2.187,10.0.2.128/25,kibana55-hq-win.corp.example.com,IT Infrastructure,Kibana server — Production,used
10.0.2.188,10.0.2.128/25,grafana56-hq-win.corp.example.com,IT Infrastructure,Grafana server — Patched 2026-03,used
10.0.2.189,10.0.2.128/25,zabbix57-hq-win.corp.example.com,IT Infrastructure,Zabbix server — Legacy system,used
10.0.2.190,10.0.2.128/25,netbox58-hq-win.corp.example.com,IT Infrastructure,Netbox server — HA pair node A,used
10.0.2.191,10.0.2.128/25,wiki59-hq-win.corp.example.com,IT Infrastructure,Wiki server — Patched 2026-03,used
10.0.2.192,10.0.2.128/25,jira60-hq-win.corp.example.com,IT Infrastructure,Jira server — HA pair node A,used
10.0.2.193,10.0.2.128/25,confluence61-hq-win.corp.example.com,IT Infrastructure,Confluence server — Production,used
10.0.2.194,10.0.2.128/25,nexus62-hq-win.corp.example.com,IT Infrastructure,Nexus server — Staging,used
10.0.2.195,10.0.2.128/25,harbor63-hq-win.corp.example.com,IT Infrastructure,Harbor server — Windows Server 2022,used
10.0.2.196,10.0.2.128/25,k8s-master64-hq-win.corp.example.com,IT Infrastructure,K8S-Master server — SELinux enforcing,used
10.0.2.197,10.0.2.128/25,k8s-worker65-hq-win.corp.example.com,IT Infrastructure,K8S-Worker server — Production,used
10.0.2.198,10.0.2.128/25,etcd66-hq-win.corp.example.com,IT Infrastructure,Etcd server — HA pair node A,used
10.0.2.199,10.0.2.128/25,web67-hq-win.corp.example.com,IT Infrastructure,Web server — Staging,used
10.0.2.200,10.0.2.128/25,db68-hq-win.corp.example.com,IT Infrastructure,Db server — Ansible-managed,used
10.0.2.201,10.0.2.128/25,app69-hq-win.corp.example.com,IT Infrastructure,App server — Production,used
10.0.2.202,10.0.2.128/25,api70-hq-win.corp.example.com,IT Infrastructure,Api server — RHEL 9.2,used
10.0.2.203,10.0.2.128/25,mail71-hq-win.corp.example.com,IT Infrastructure,Mail server — Scheduled for decom Q3,used
10.0.2.204,10.0.2.128/25,vpn72-hq-win.corp.example.com,IT Infrastructure,Vpn server — Staging,used
10.0.2.205,10.0.2.128/25,proxy73-hq-win.corp.example.com,IT Infrastructure,Proxy server — Legacy system,used
10.0.2.206,10.0.2.128/25,nfs74-hq-win.corp.example.com,IT Infrastructure,Nfs server — HA pair node A,used
10.0.2.207,10.0.2.128/25,ldap75-hq-win.corp.example.com,IT Infrastructure,Ldap server — HA pair node B,used
10.0.2.208,10.0.2.128/25,radius76-hq-win.corp.example.com,IT Infrastructure,Radius server — SELinux enforcing,used
10.0.2.209,10.0.2.128/25,syslog77-hq-win.corp.example.com,IT Infrastructure,Syslog server — New build,used
10.0.2.210,10.0.2.128/25,monitor78-hq-win.corp.example.com,IT Infrastructure,Monitor server — HA pair node A,used
10.0.2.211,10.0.2.128/25,backup79-hq-win.corp.example.com,IT Infrastructure,Backup server — Legacy system,used
10.0.2.212,10.0.2.128/25,ansible80-hq-win.corp.example.com,IT Infrastructure,Ansible server — DR standby,used
10.0.2.213,10.0.2.128/25,git81-hq-win.corp.example.com,IT Infrastructure,Git server — Windows Server 2022,used
10.0.2.214,10.0.2.128/25,ci82-hq-win.corp.example.com,IT Infrastructure,Ci server — Ansible-managed,used
10.0.2.215,10.0.2.128/25,artifact83-hq-win.corp.example.com,IT Infrastructure,Artifact server — Ansible-managed,used
10.0.2.216,10.0.2.128/25,vault84-hq-win.corp.example.com,IT Infrastructure,Vault server — Patched 2026-03,used
10.0.2.217,10.0.2.128/25,kafka85-hq-win.corp.example.com,IT Infrastructure,Kafka server — Patched 2026-03,used
10.0.2.218,10.0.2.128/25,redis86-hq-win.corp.example.com,IT Infrastructure,Redis server — New build,used
10.0.2.219,10.0.2.128/25,elastic87-hq-win.corp.example.com,IT Infrastructure,Elastic server — HA pair node A,used
10.0.2.220,10.0.2.128/25,kibana88-hq-win.corp.example.com,IT Infrastructure,Kibana server — Ubuntu 24.04 LTS,used
10.0.2.221,10.0.2.128/25,grafana89-hq-win.corp.example.com,IT Infrastructure,Grafana server — New build,used
10.0.2.222,10.0.2.128/25,zabbix90-hq-win.corp.example.com,IT Infrastructure,Zabbix server — Ubuntu 24.04 LTS,used
10.0.2.223,10.0.2.128/25,netbox91-hq-win.corp.example.com,IT Infrastructure,Netbox server — Rebuilt 2026-01,used
10.0.2.224,10.0.2.128/25,wiki92-hq-win.corp.example.com,IT Infrastructure,Wiki server — HA pair node A,used
10.0.2.225,10.0.2.128/25,jira93-hq-win.corp.example.com,IT Infrastructure,Jira server — Staging,used
10.0.2.226,10.0.2.128/25,confluence94-hq-win.corp.example.com,IT Infrastructure,Confluence server — Staging,used
10.0.2.227,10.0.2.128/25,nexus95-hq-win.corp.example.com,IT Infrastructure,Nexus server — SELinux enforcing,used
10.0.2.228,10.0.2.128/25,harbor96-hq-win.corp.example.com,IT Infrastructure,Harbor server — Rebuilt 2026-01,used
10.0.2.229,10.0.2.128/25,k8s-master97-hq-win.corp.example.com,IT Infrastructure,K8S-Master server — Scheduled for decom Q3,used
10.0.10.1,10.0.10.0/23,gw-hq-ws.corp.example.com,Network Ops,Default gateway — HQ Workstations,reserved
10.0.10.2,10.0.10.0/23,dns1-hq-ws.corp.example.com,Network Ops,Primary DNS — HQ Workstations,reserved
10.0.10.3,10.0.10.0/23,dns2-hq-ws.corp.example.com,Network Ops,Secondary DNS — HQ Workstations,reserved
10.0.10.4,10.0.10.0/23,dhcp-hq-ws.corp.example.com,Network Ops,DHCP server — HQ Workstations,reserved
10.0.10.5,10.0.10.0/23,ws-hq-ws-004.corp.example.com,Marketing,"Workstation — Marketing, assigned to user0004",used
10.0.10.6,10.0.10.0/23,ws-hq-ws-005.corp.example.com,Procurement,"Workstation — Legal, assigned to user0005",used
10.0.10.7,10.0.10.0/23,ws-hq-ws-006.corp.example.com,Network Ops,"Workstation — Helpdesk, assigned to user0006",used
10.0.10.8,10.0.10.0/23,ws-hq-ws-007.corp.example.com,Facilities,"Workstation — Facilities, assigned to user0007",used
10.0.10.9,10.0.10.0/23,ws-hq-ws-008.corp.example.com,Security,"Workstation — Facilities, assigned to user0008",used
10.0.10.10,10.0.10.0/23,ws-hq-ws-009.corp.example.com,Marketing,"Workstation — Network Ops, assigned to user0009",used
10.0.10.11,10.0.10.0/23,ws-hq-ws-010.corp.example.com,HR,"Workstation — Helpdesk, assigned to user0010",used
10.0.10.12,10.0.10.0/23,ws-hq-ws-011.corp.example.com,Procurement,"Workstation — Executive, assigned to user0011",used
10.0.10.13,10.0.10.0/23,ws-hq-ws-012.corp.example.com,DevOps,"Workstation — Security, assigned to user0012",used
10.0.10.14,10.0.10.0/23,ws-hq-ws-013.corp.example.com,DevOps,"Workstation — DevOps, assigned to user0013",used
10.0.10.15,10.0.10.0/23,ws-hq-ws-014.corp.example.com,Legal,"Workstation — Sales, assigned to user0014",used
10.0.10.16,10.0.10.0/23,ws-hq-ws-015.corp.example.com,Marketing,"Workstation — IT Infrastructure, assigned to user0015",used
10.0.10.17,10.0.10.0/23,ws-hq-ws-016.corp.example.com,Finance,"Workstation — IT Infrastructure, assigned to user0016",used
10.0.10.18,10.0.10.0/23,ws-hq-ws-017.corp.example.com,DevOps,"Workstation — Legal, assigned to user0017",used
10.0.10.19,10.0.10.0/23,ws-hq-ws-018.corp.example.com,Compliance,"Workstation — Procurement, assigned to user0018",used
10.0.10.20,10.0.10.0/23,ws-hq-ws-019.corp.example.com,Legal,"Workstation — Security, assigned to user0019",used
10.0.10.21,10.0.10.0/23,ws-hq-ws-020.corp.example.com,Procurement,"Workstation — Executive, assigned to user0020",used
10.0.10.22,10.0.10.0/23,ws-hq-ws-021.corp.example.com,Sales,"Workstation — Procurement, assigned to user0021",used
10.0.10.23,10.0.10.0/23,ws-hq-ws-022.corp.example.com,Network Ops,"Workstation — Security, assigned to user0022",used
10.0.10.24,10.0.10.0/23,ws-hq-ws-023.corp.example.com,Sales,"Workstation — Facilities, assigned to user0023",used
10.0.10.25,10.0.10.0/23,ws-hq-ws-024.corp.example.com,Network Ops,"Workstation — Procurement, assigned to user0024",used
10.0.10.26,10.0.10.0/23,ws-hq-ws-025.corp.example.com,Compliance,"Workstation — Security, assigned to user0025",used
10.0.10.27,10.0.10.0/23,ws-hq-ws-026.corp.example.com,Procurement,"Workstation — Executive, assigned to user0026",used
10.0.10.28,10.0.10.0/23,ws-hq-ws-027.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0027",used
10.0.10.29,10.0.10.0/23,ws-hq-ws-028.corp.example.com,Legal,"Workstation — Marketing, assigned to user0028",used
10.0.10.30,10.0.10.0/23,ws-hq-ws-029.corp.example.com,DevOps,"Workstation — Legal, assigned to user0029",used
10.0.10.31,10.0.10.0/23,ws-hq-ws-030.corp.example.com,Marketing,"Workstation — Procurement, assigned to user0030",used
10.0.10.32,10.0.10.0/23,ws-hq-ws-031.corp.example.com,Network Ops,"Workstation — Compliance, assigned to user0031",used
10.0.10.33,10.0.10.0/23,ws-hq-ws-032.corp.example.com,Marketing,"Workstation — IT Infrastructure, assigned to user0032",used
10.0.10.34,10.0.10.0/23,ws-hq-ws-033.corp.example.com,Marketing,"Workstation — Network Ops, assigned to user0033",used
10.0.10.35,10.0.10.0/23,ws-hq-ws-034.corp.example.com,Compliance,"Workstation — Finance, assigned to user0034",used
10.0.10.36,10.0.10.0/23,ws-hq-ws-035.corp.example.com,Executive,"Workstation — Executive, assigned to user0035",used
10.0.10.37,10.0.10.0/23,ws-hq-ws-036.corp.example.com,Finance,"Workstation — Legal, assigned to user0036",used
10.0.10.38,10.0.10.0/23,ws-hq-ws-037.corp.example.com,Helpdesk,"Workstation — Marketing, assigned to user0037",used
10.0.10.39,10.0.10.0/23,ws-hq-ws-038.corp.example.com,Executive,"Workstation — Helpdesk, assigned to user0038",used
10.0.10.40,10.0.10.0/23,ws-hq-ws-039.corp.example.com,Facilities,"Workstation — Sales, assigned to user0039",used
10.0.10.41,10.0.10.0/23,ws-hq-ws-040.corp.example.com,Legal,"Workstation — Helpdesk, assigned to user0040",used
10.0.10.42,10.0.10.0/23,ws-hq-ws-041.corp.example.com,DevOps,"Workstation — IT Infrastructure, assigned to user0041",used
10.0.10.43,10.0.10.0/23,ws-hq-ws-042.corp.example.com,DevOps,"Workstation — Finance, assigned to user0042",used
10.0.10.44,10.0.10.0/23,ws-hq-ws-043.corp.example.com,R&D,"Workstation — Network Ops, assigned to user0043",used
10.0.10.45,10.0.10.0/23,ws-hq-ws-044.corp.example.com,Sales,"Workstation — Helpdesk, assigned to user0044",used
10.0.10.46,10.0.10.0/23,ws-hq-ws-045.corp.example.com,Helpdesk,"Workstation — Network Ops, assigned to user0045",used
10.0.10.47,10.0.10.0/23,ws-hq-ws-046.corp.example.com,Network Ops,"Workstation — HR, assigned to user0046",used
10.0.10.48,10.0.10.0/23,ws-hq-ws-047.corp.example.com,R&D,"Workstation — Network Ops, assigned to user0047",used
10.0.10.49,10.0.10.0/23,ws-hq-ws-048.corp.example.com,Sales,"Workstation — Legal, assigned to user0048",used
10.0.10.50,10.0.10.0/23,ws-hq-ws-049.corp.example.com,Procurement,"Workstation — Compliance, assigned to user0049",used
10.0.10.51,10.0.10.0/23,ws-hq-ws-050.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0050",used
10.0.10.52,10.0.10.0/23,ws-hq-ws-051.corp.example.com,Sales,"Workstation — Network Ops, assigned to user0051",used
10.0.10.53,10.0.10.0/23,ws-hq-ws-052.corp.example.com,Procurement,"Workstation — Security, assigned to user0052",used
10.0.10.54,10.0.10.0/23,ws-hq-ws-053.corp.example.com,Security,"Workstation — IT Infrastructure, assigned to user0053",used
10.0.10.55,10.0.10.0/23,ws-hq-ws-054.corp.example.com,Security,"Workstation — R&D, assigned to user0054",used
10.0.10.56,10.0.10.0/23,ws-hq-ws-055.corp.example.com,Procurement,"Workstation — Facilities, assigned to user0055",used
10.0.10.57,10.0.10.0/23,ws-hq-ws-056.corp.example.com,Marketing,"Workstation — DevOps, assigned to user0056",used
10.0.10.58,10.0.10.0/23,ws-hq-ws-057.corp.example.com,Compliance,"Workstation — Security, assigned to user0057",used
10.0.10.59,10.0.10.0/23,ws-hq-ws-058.corp.example.com,DevOps,"Workstation — R&D, assigned to user0058",used
